Page URL,Page Title,ILR,Raw ILR,Unique Pageviews,Crawl Depth,HTTP Status Code,"Page (HTML) Load Time, sec",Schema.org (Microdata),Schema.org (JSON-LD),Open Graph,Twitter Cards,Microformats,Canonicalization,In sitemap,Incoming Internal Links,Outgoing Internal Links,Outgoing External Links,AMP link,Hreflang Links,Hreflang Issues,JS and CSS Number,"JS and CSS Size, KB",Issues,Description,Blocked AI search bots
https://purpleheartlimo.com/blog/dallas-restaurant-week.html,Dallas Restaurant Week Dining Guide | PHL,42,0.007727439279493636,n/a,1,200,0.018,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,more than 150 restaurants across dfw offer prix-fixe menus during dallas restaurant week in august — here is how to make the most of it,
https://purpleheartlimo.com/blog/dallas-stars-game.html,Dallas Stars Game Night Guide | Purple Heart Limo,42,0.007727439279493636,n/a,1,200,0.152,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,everything you need to know to enjoy a dallas stars game without the victory park parking nightmare,
https://purpleheartlimo.com/blog/deep-ellum-dallas-guide.html,Deep Ellum Dallas Art & Music District Guide,42,0.007727439279493636,n/a,1,200,0.2,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,deep ellum is the creative soul of dallas — here is your complete guide to the city's most vibrant neighborhood,
https://purpleheartlimo.com/blog/dfw-airport-limo-guide.html,DFW Airport Limo Service: The 2026 Passenger Guide | Purple Heart Limo,42,0.007727439279493636,n/a,1,200,0.156,0,1,1,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,everything you need to know about professional car service to and from dallas/fort worth international airport,
https://purpleheartlimo.com/blog/dfw-anniversary-dinner.html,DFW Anniversary Dinner Ideas | Purple Heart Limo,42,0.007727439279493636,n/a,1,200,0.149,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dallas-fort worth has anniversary dining options that would satisfy even the most demanding standard — here is where to go for the milestone moments,
https://purpleheartlimo.com/blog/dfw-art-galleries.html,DFW Art Galleries — Collector's Guide | PHL,42,0.007727439279493636,n/a,1,200,0.16,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,"the dallas-fort worth gallery scene in deep ellum, the design district, and oak cliff offers some of the most interesting contemporary art in the south",
https://purpleheartlimo.com/blog/dfw-arts-festivals.html,DFW Arts Festivals & Cultural Calendar | PHL,42,0.007727439279493636,n/a,1,200,0.198,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dallas-fort worth hosts some of the best outdoor art festivals and cultural celebrations in the south — here is the annual calendar you need,
https://purpleheartlimo.com/blog/dfw-bachelorette-party.html,DFW Bachelorette Party Guide | Purple Heart Limo,42,0.007727439279493636,n/a,1,200,0.02,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dallas-fort worth has quietly become one of the best bachelorette destinations in the south — here is the complete plan,
https://purpleheartlimo.com/blog/dfw-birthday-limo.html,DFW Birthday Party Limo Service | PHL,42,0.007727439279493636,n/a,1,200,0.18,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,birthdays are the one day a year when the entire evening is supposed to be about you — here is how to make sure transportation never gets in the way,
https://purpleheartlimo.com/blog/dfw-brewery-wine-tour.html,DFW Brewery & Vineyard Tours | Purple Heart Limo,42,0.007727439279493636,n/a,1,200,0.157,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,the craft beer and local wine scene in dfw has exploded over the past decade — here is how to build a perfect tour day,
https://purpleheartlimo.com/blog/dfw-brunch-guide.html,Best Brunch in DFW 2026 Guide | Purple Heart Limo,42,0.007727439279493636,n/a,1,200,0.173,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dallas-fort worth has developed a serious brunch culture — here is where to go across the entire metroplex,
https://purpleheartlimo.com/blog/dfw-charity-gala.html,Charity Gala and Fundraiser Transportation in DFW | Purple Heart Limo,42,0.007727439279493636,n/a,1,200,0.019,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dfw's philanthropic community is among the most active in the south — here is how to arrive at major charity events with the right impression,
https://purpleheartlimo.com/blog/dfw-concert-venues.html,Best Concert Venues in DFW — Live Music Guide 2026 | Purple Heart Limo,42,0.007727439279493636,n/a,1,200,0.147,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,"from intimate deep ellum clubs to massive arena productions, dfw has exceptional concert options that rival any city in the united states",
https://purpleheartlimo.com/blog/dfw-corporate-event-venues.html,Best Corporate Event Venues in DFW | PHL,42,0.007727439279493636,n/a,1,200,0.164,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dfw is one of america's premier convention and corporate event destinations — here is where the biggest events happen,
https://purpleheartlimo.com/blog/dfw-executive-car-service.html,DFW Executive Limo Service for C-Suite | PHL,42,0.007727439279493636,n/a,1,200,0.019,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,"at the executive level reliability, confidentiality, and professionalism are not optional — here is why professional chauffeur service is the only appropri",
https://purpleheartlimo.com/blog/dfw-family-activities.html,Best Family Activities in DFW — 2026 Parent Guide | Purple Heart Limo,42,0.007727439279493636,n/a,1,200,0.021,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,"dallas-fort worth has evolved dramatically as a family destination and now offers world-class science museums, nature centers, and unique experiences for a",
https://purpleheartlimo.com/blog/dfw-golf-courses.html,Best Golf Courses Near DFW | Purple Heart Limo,42,0.007727439279493636,n/a,1,200,0.019,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dfw has over 100 golf courses ranging from pga frisco to scrappy municipal courses — here is where to play,
https://purpleheartlimo.com/blog/dfw-graduation-limo.html,DFW Graduation Limo Service | Purple Heart Limo,42,0.007727439279493636,n/a,1,200,0.164,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,after four or more years of work the ride to the ceremony and the celebration afterward deserve to be memorable — here is how to do it right,
https://purpleheartlimo.com/blog/dfw-lakes-guide.html,Lake Experiences Near DFW — Boating & Dining,42,0.007727439279493636,n/a,1,200,0.159,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,"within an hour of downtown dallas you can be on the water at lake ray hubbard, lake texoma, lake grapevine, lake lewisville, or lake whitney",
https://purpleheartlimo.com/blog/dfw-live-music-scene.html,DFW Live Music Scene — North Texas Guide | PHL,42,0.007727439279493636,n/a,1,200,0.02,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dallas-fort worth has been quietly building one of the best medium-to-large venue live music ecosystems in the country — here is what you need to know,
https://purpleheartlimo.com/blog/dfw-luxury-experiences.html,Unique Luxury Experiences in DFW | PHL,42,0.007727439279493636,n/a,1,200,0.02,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dallas-fort worth has a surplus of conventional luxury but the most interesting experiences are the ones that feel genuinely unique to north texas,
https://purpleheartlimo.com/blog/dfw-new-resident-guide.html,New Resident's Guide to Dallas-Fort Worth | PHL,42,0.007727439279493636,n/a,1,200,0.183,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,congratulations on moving to one of the best metropolitan areas in the united states — here is everything you need to know to get started,
https://purpleheartlimo.com/blog/dfw-new-years-eve.html,DFW New Year's Eve 2026 — Parties & Transport,42,0.007727439279493636,n/a,1,200,0.022,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dallas-fort worth new year's eve is one of the most impressive celebrations in the south — here is everything you need to plan for,
https://purpleheartlimo.com/blog/dfw-nightlife-safety.html,DFW Nightlife Safety — Get Home Safe | PHL,42,0.007727439279493636,n/a,1,200,0.019,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dallas and tarrant counties rank among the highest in texas for alcohol-related traffic incidents — here is the simple way to not become a statistic,
https://purpleheartlimo.com/blog/dfw-quinceaneara-limo.html,Quinceañera Transportation in DFW | PHL,42,0.007727439279493636,n/a,1,200,0.148,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,the quinceañera is one of the most significant celebrations in hispanic culture — and in dfw's large and vibrant hispanic community they are major producti,
https://purpleheartlimo.com/blog/dfw-real-estate-tours.html,DFW Neighborhood Tours for Home Buyers | PHL,42,0.007727439279493636,n/a,1,200,0.142,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,tens of thousands of people move to dfw every year and the sheer size of the metroplex can be overwhelming — here is how to get oriented fast,
https://purpleheartlimo.com/blog/dfw-rooftop-bars.html,Best Rooftop Bars in Dallas-Fort Worth | PHL,42,0.007727439279493636,n/a,1,200,0.227,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dallas has a skyline worth looking at and an increasing number of rooftop bars have taken full advantage of it — here is where to go,
https://purpleheartlimo.com/blog/dfw-silicon-prairie.html,DFW Tech Corridor — Silicon Prairie Guide | PHL,42,0.007727439279493636,n/a,1,200,0.161,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dallas-fort worth has earned the nickname silicon prairie and the tech corridor spanning richardson to frisco is one of the fastest-growing in the nation,
https://purpleheartlimo.com/blog/dfw-spa-wellness.html,Best Spas & Wellness in DFW | Purple Heart Limo,42,0.007727439279493636,n/a,1,200,0.019,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dallas-fort worth's spa scene has grown into something remarkable — from hotel spas at the ritz to destination wellness experiences an hour from downtown,
https://purpleheartlimo.com/blog/dfw-sporting-events.html,DFW Sporting Events Transportation Guide | PHL,42,0.007727439279493636,n/a,1,200,0.18,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dfw is one of only four metros with all four major professional sports leagues — here is how to experience every venue,
https://purpleheartlimo.com/blog/dfw-thanksgiving.html,Thanksgiving in DFW 2026 — Restaurants & Events,42,0.007727439279493636,n/a,1,200,0.019,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,thanksgiving in dallas-fort worth has one major anchor event that makes it unique in the country — cowboys football — plus remarkable restaurant dining,
https://purpleheartlimo.com/blog/dfw-valentines-day.html,Valentine's Day in DFW — Romantic Guide | PHL,42,0.007727439279493636,n/a,1,200,0.148,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dallas-fort worth gives you options for valentine's day that most cities cannot match — from forbes five-star dinners to a view from 560 feet up,
https://purpleheartlimo.com/blog/dfw-wedding-venues.html,Top Wedding Venues in DFW — 2026 Planning Guide | Purple Heart Limo,42,0.007727439279493636,n/a,1,200,0.213,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dfw's most beautiful wedding venues from the crescent court to the ashton depot — plus luxury transportation tips,
https://purpleheartlimo.com/blog/dfw-wine-country.html,DFW Wine Country Day Trips | Purple Heart Limo,42,0.007727439279493636,n/a,1,200,0.155,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,you do not need to drive to fredericksburg for a great texas wine experience — though that trip is absolutely worth it too,
https://purpleheartlimo.com/blog/dfw-world-cup-2026.html,World Cup 2026 in DFW Guide | Purple Heart Limo,42,0.007727439279493636,n/a,1,200,0.175,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dallas-fort worth is hosting multiple world cup 2026 matches including a semifinal — this is the biggest event to come to north texas in a generation,
https://purpleheartlimo.com/blog/fair-park-dallas.html,Fair Park Dallas — State Fair & Museums | PHL,42,0.007727439279493636,n/a,1,200,0.019,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,fair park is a 277-acre national historic landmark housing six smithsonian-affiliated museums and the biggest state fair in america — most people only visi,
https://purpleheartlimo.com/blog/fort-worth-stockyards.html,Fort Worth Stockyards Visitor Guide | PHL,42,0.007727439279493636,n/a,1,200,0.15,0,1,1,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,the fort worth stockyards national historic district has been operating since 1866 — here is your complete visitor guide,
https://purpleheartlimo.com/blog/fort-worth-things-to-do.html,Best Things to Do in Fort Worth | PHL,42,0.007727439279493636,n/a,1,200,0.02,0,1,1,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,"fort worth is where texas mythology comes to life — cattle drives, world-class art, and honky-tonks all in one remarkable city",
https://purpleheartlimo.com/blog/frequently-asked-questions-about-hiring-a-limo-service-in-austin/,FAQ: Hiring a Limo Service in Austin TX | Purple Heart Limo,17,0.005520090803251556,n/a,1,200,0.219,0,1,1,0,0,Self-canonical,1,2,17,1,0,-,-,3,4,4,"frequently asked questions about hiring a limo service in austin, tx — how far in advance to book, pricing, what's included, can you drink, service areas.",
https://purpleheartlimo.com/blog/grapevine-texas-guide.html,"Grapevine Texas — Wine, History and Weekend Fun | Purple Heart Limo",42,0.007727439279493636,n/a,1,200,0.019,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,"grapevine texas is one of the most underrated day-trip destinations in north texas — a wine trail, a historic main street, and gaylord texan all in one pla",
https://purpleheartlimo.com/blog/highland-park-village.html,Highland Park Village Dallas Guide | PHL,42,0.007727439279493636,n/a,1,200,0.02,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,highland park village opened in 1931 as the first planned shopping center in the united states and nearly a century later it remains one of the finest in t,
https://purpleheartlimo.com/blog/july-4th-dfw.html,Fourth of July in DFW 2026 — Fireworks | PHL,42,0.007727439279493636,n/a,1,200,0.171,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,"dallas-fort worth takes july 4th seriously — kaboom town alone draws 100,000 people and the challenge is getting out afterward",
https://purpleheartlimo.com/blog/las-colinas-guide.html,Las Colinas Texas Guide | Purple Heart Limo,42,0.007727439279493636,n/a,1,200,0.206,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,las colinas in irving is one of the most significant business districts in north texas and one of the most underrated entertainment destinations,
https://purpleheartlimo.com/blog/legacy-west-plano.html,Legacy West Plano Guide | Purple Heart Limo,42,0.007727439279493636,n/a,1,200,0.165,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,legacy west opened in 2017 and immediately became one of the most successful mixed-use developments in the country — here is everything you need to know,
https://purpleheartlimo.com/blog/limo-vs-rideshare-dfw.html,Limo vs Rideshare for DFW Airport Runs | PHL,42,0.007727439279493636,n/a,1,200,0.198,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,you land at terminal d after an international flight and the rideshare app shows 18-minute wait and 2.4x surge — here is the better way,
https://purpleheartlimo.com/blog/lower-greenville-dallas.html,Lower Greenville Dallas — Bars & Restaurants,42,0.007727439279493636,n/a,1,200,0.157,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,lower greenville is where dallas locals actually go when they want a neighborhood bar without the attitude of uptown — here is everything on this beloved s,
https://purpleheartlimo.com/blog/mckinney-historic-district.html,McKinney TX Historic District Guide | PHL,42,0.007727439279493636,n/a,1,200,0.148,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,mckinney texas has been ranked the best place to live in america and its historic downtown square is among the most charming in texas,
https://purpleheartlimo.com/blog/near-southside-fort-worth.html,Near Southside Fort Worth Guide | PHL,42,0.007727439279493636,n/a,1,200,0.153,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,"fort worth's near southside is the city's answer to dallas's bishop arts — independently owned, locally loved, and genuinely excellent",
https://purpleheartlimo.com/blog/plano-frisco-guide.html,Limo Service in Plano & Frisco TX | PHL,42,0.007727439279493636,n/a,1,200,0.15,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,plano and frisco have grown into two of the wealthiest cities in north texas — here is your guide to both,
https://purpleheartlimo.com/blog/private-jet-dfw.html,DFW Private Jet & FBO Ground Transport | PHL,42,0.007727439279493636,n/a,1,200,0.183,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dfw has more private jet traffic than almost any metro in the us — and the fbo experience needs to match the level of the flight,
https://purpleheartlimo.com/blog/prom-limo-dfw.html,DFW Prom Limo Service 2026 Guide | PHL,42,0.007727439279493636,n/a,1,200,0.188,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dfw prom season runs march through may and the best vehicles book out by february — here is everything you need to know,
https://purpleheartlimo.com/blog/southlake-town-square.html,Southlake Town Square — Shopping & Dining | PHL,42,0.007727439279493636,n/a,1,200,0.019,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,southlake town square is the crown jewel of suburban dfw retail — 130 acres designed to feel like an american main street,
https://purpleheartlimo.com/blog/sundance-square-fort-worth.html,Sundance Square Fort Worth Guide | PHL,42,0.007727439279493636,n/a,1,200,0.022,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,sundance square is what a downtown entertainment district should be and rarely is — 35 city blocks of pedestrian-friendly excellence,
https://purpleheartlimo.com/blog/texas-rangers-game.html,Texas Rangers at Globe Life Field Guide | PHL,42,0.007727439279493636,n/a,1,200,0.02,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,globe life field opened in 2020 and immediately became one of the most celebrated new ballparks in baseball — here is how to enjoy it right,
https://purpleheartlimo.com/blog/things-to-do-dallas-weekend.html,20 Best Things to Do in Dallas This Weekend | PHL,42,0.007727439279493636,n/a,1,200,0.143,0,1,1,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,dallas has more to do on any given weekend than most cities offer in a month — here is your definitive guide,
https://purpleheartlimo.com/blog/trinity-groves-dallas.html,Trinity Groves Dallas Dining & Art Guide | PHL,42,0.007727439279493636,n/a,1,200,0.161,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,trinity groves transformed west dallas from a neighborhood most dallasites had never visited into one of the most interesting dining destinations in the ci,
https://purpleheartlimo.com/blog/uptown-dallas-guide.html,Uptown Dallas Neighborhood Guide | PHL,42,0.007727439279493636,n/a,1,200,0.02,0,1,0,0,0,Self-canonical,1,7,10,0,0,-,-,3,4,3,uptown dallas is the beating heart of the city's social scene — here is everything you need to know about two square miles of excellence,
https://purpleheartlimo.com/booking.html,Book a Ride | Purple Heart Limo | Austin · DFW · Houston,88,0.039559346746354404,n/a,1,200,0.257,0,1,1,1,0,Self-canonical,1,90,16,2,0,3,0,6,21,9,"book a flat-rate limo in 60 seconds — instant pricing for airport, wedding, corporate & hourly across austin, dfw & houston. no surge. 4.9★ texan-owned. ☎ (833) 740-0700",
https://purpleheartlimo.com/cancellation-policy.html,Cancellation Policy | Purple Heart Limo Austin · DFW · Houston TX,67,0.013555813014471632,n/a,1,200,0.157,0,0,0,0,0,Self-canonical,1,20,16,2,0,-,-,5,19,8,"purple heart limo cancellation and refund policy — clear, fair, and straightforward. know your options before you book.",
https://purpleheartlimo.com/car-service-dallas-love-field/,Dallas Love Field Car Service (DAL) | Purple Heart Limo,8,0.0054207925800429674,n/a,2,200,0.021,0,1,0,0,0,Self-canonical,1,1,17,1,0,-,-,2,4,4,"car service to & from dallas love field (dal). flight-monitored black car & suv, meet & greet, flat rates, 24/7. perfect for southwest travelers. texan-owned.",
https://purpleheartlimo.com/contact.html,Contact Us | Purple Heart Limo — Austin · DFW · Houston Limo Service,79,0.01477223900288489,n/a,1,200,0.019,0,1,1,1,0,Self-canonical,1,26,17,2,0,3,0,5,19,8,"contact purple heart limo 24/7 — call (833) 740-0700, email info@purpleheartlimo.com, or book online. real human dispatchers across austin, dfw & houston. no surge pricing.",
https://purpleheartlimo.com/es/booking.html,Reservar un Viaje | Purple Heart Limo | Austin · DFW · Houston,29,0.006299292197487834,n/a,2,200,0.176,0,1,1,1,0,Self-canonical,1,1,13,2,0,3,0,6,21,10,"reserva tu limusina de lujo — cotización instantánea para aeropuerto, bodas y viajes corporativos en austin, dallas-fort worth y houston.",
https://purpleheartlimo.com/es/fleet.html,Nuestra Flota — Limusinas y Sedanes | Purple Heart Limo,33,0.0063437528863027805,n/a,2,200,0.181,0,1,1,1,0,Self-canonical,1,1,13,2,0,3,0,5,19,9,"explora la flota de lujo de purple heart limo — sedanes ejecutivos, limusinas, suvs, sprinters y party buses en austin, dfw y houston.",
https://purpleheartlimo.com/es/limo-service-austin-tx/,Servicio de Limusina Austin TX | Purple Heart Limo,25,0.00572773038121474,n/a,1,200,0.228,0,1,0,0,0,Self-canonical,1,2,11,4,0,3,0,3,4,3,"purple heart limo — el servicio premier de limusina y auto de lujo de austin tx con dueño tejano. aeropuerto, bodas, corporativo, graduación. tarifas planas.",
https://purpleheartlimo.com/fleet.html,"Our Fleet — Sedans, Limos & Party Buses | Purple Heart Limo",92,0.04098655202090254,n/a,1,200,0.024,0,1,1,1,0,Self-canonical,1,95,16,2,0,3,0,5,19,8,"9-vehicle luxury fleet — cadillac & mercedes sedans, escalade suvs, stretch limos, executive sprinters & 24-pax party buses. flat rates from $119. austin · dfw · houston.",
https://purpleheartlimo.com/flight-tracker.html,"Flight Tracker — DFW, AUS, IAH, HOU | PHL",63,0.013469435328074233,n/a,1,200,0.173,0,0,1,1,0,Self-canonical,1,21,16,13,0,-,-,5,19,8,"track your flight in real time — status, terminal, baggage claim, and live traffic conditions at dfw, austin, iah, and hobby airports.",
